"id","property_code","property_serial","offer_type","title","description","property_type","location","allocation_status","assigned_to","price","created_at","image","land_area","builtup_area","floor_area","no_of_floors","bedrooms","bedrooms_ac","bedrooms_non_ac","bathrooms","parking_spaces","built_year","furnishing_status","features","owner_id","updated_at","deleted_at","latitude","longitude","city","district","project_id","rental_yield","lease_term_months","maintenance_cost","commission_percent"
"84","SA-000048","48","sale","Capital Heights 3 bedrooms sale - Rajagiriya","Apartment for sale 28 B1 Capital Heights","apartment","Rajagiriya","unallocated","2","106500000.00","2026-04-05 03:42:02","/uploads/properties/prop_69d18cb2703e0.jpg",NULL,NULL,"1890.00","38","3","3","0","3","1","2021","unfurnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","97","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"85","RA-000049","49","rent","On320 2 bedrooms rent Colombo 02","10th floor B2 unit Tower 1","apartment","Colombo 2","unallocated","2","400000.00","2026-04-05 03:58:30","/uploads/properties/prop_69d1908eb8abd.jpeg",NULL,NULL,"1030.00","37","2","2","0","2","1","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","98","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"86","SA-000050","50","sale","Iconic 110 2 bedrooms sale - Rajajgiriya","5 D sale","apartment","Rajagiriya","unallocated","2","65000000.00","2026-04-05 04:17:22","/uploads/properties/prop_69d194fa8f6c1.jpg",NULL,NULL,"1200.00","37","2","2","0","2","1","2017","semi_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","99","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"87","SA-000051","51","sale","ICC 2 bedrooms sale - Kotte","21st floor furnished apartment sale","apartment","Kotte","unallocated","2","62000000.00","2026-04-05 04:34:59","/uploads/properties/prop_69d1991b0bf03.jpeg",NULL,NULL,"823.00","22","2","2",NULL,"2","1",NULL,"fully_furnished","[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","100","2026-04-22 10:25:48",NULL,NULL,NULL,"Kotte","Colombo",NULL,NULL,NULL,NULL,NULL
"88","RA-000052","52","rent","Trizen 2bedrooms apartment at Rent","45th floor Tower 2 B1","apartment","Colombo 2","unallocated","2","550000.00","2026-04-05 11:07:14","/uploads/properties/prop_69d1f50a62ab7.jpeg",NULL,NULL,"721.00","50","2","2",NULL,"1","1",NULL,"fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","101","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"89","RA-000053","53","rent","Astoria 3 bedrooms apartment rent","She has apartment 32 D tower 2","apartment","Colombo 3","unallocated","2","725000.00","2026-04-06 20:12:33","/uploads/properties/prop_69d3c659566b0.jpeg",NULL,NULL,"1580.00","36","3","3","0","3","1","2019","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","102","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 3","Colombo",NULL,NULL,NULL,NULL,NULL
"90","RA-000054","54","rent","Jat residence 2 bedrooms rent - Kotte","7th floor","apartment",NULL,"unallocated","2","250000.00","2026-04-06 20:25:42","/uploads/properties/prop_69d3c96e0e712.jpeg",NULL,NULL,"1200.00","10","2","2","0","2","1","2020","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","103","2026-04-22 10:25:48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"91","RA-000055","55","rent","Emperor 3 bedr apartment for rent","14th floor 3 D","apartment","Colombo 3","unallocated","2","620000.00","2026-04-06 20:45:38","/uploads/properties/prop_69d3ce1a881d7.jpg",NULL,NULL,"1700.00","37","3","3","0","2","1","2011","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""electricity_three"", ""fire_alarm""]","104","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 3","Colombo",NULL,NULL,NULL,NULL,NULL
"92","RA-000056","56","rent","Trillium 2 bedrooms apartment rent","Trillium 2 bedrooms apartment","apartment","Colombo 5","unallocated","2","325000.00","2026-04-06 20:57:48","/uploads/properties/prop_69d3d0f4c0cbd.jpeg",NULL,NULL,"800.00","15","2","2","0","2","1","2025","fully_furnished","[""swimming_pool"", ""roof_garden"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","105","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 5","Colombo",NULL,NULL,NULL,NULL,NULL
"93","RA-000057","57","rent","Shnagri la 2 bedrooms rent - Colombo 1","50 D","apartment","Colombo 1","unallocated","2","930000.00","2026-04-06 21:09:33","/uploads/properties/prop_69d3d3b574b56.jpeg",NULL,NULL,"1760.00","51","2","2","0","2","1","2019","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_single"", ""electricity_three"", ""fire_alarm""]","106","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,NULL,NULL,NULL
"94","RA-000058","58","rent","On320 2 bedrooms Rent - Colombo 2","24 B1 Tower 2","apartment","Colombo 2","unallocated","2","385000.00","2026-04-06 21:38:06","/uploads/properties/prop_69d3da66e93ec.jpeg",NULL,NULL,"917.00",NULL,"2","2","0","2","1","2016","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","107","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"95","RA-000059","59","rent","Aquaria 2 bedrooms Colombo 5 - Rent","She owns an apartment at Aquaria 8th floor 6 th type furnished apartment","apartment","Colombo 5","unallocated","2","200000.00","2026-04-17 14:31:00","/uploads/properties/prop_69e1f6cb8b088.jpg",NULL,NULL,"700.00","9","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","108","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 5","Colombo",NULL,NULL,NULL,NULL,NULL
"96","RA-000060","60","rent","Aquaria 2 bedrooms rent - Colombo 5","He has an apartment on 8th floor furnished with the maids room large 2 bedrooms one","apartment","Colombo 5","unallocated","2","200000.00","2026-04-17 14:40:28","/uploads/properties/prop_69e1f903cf121.jpg",NULL,NULL,"1000.00","9","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","109","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 5","Colombo",NULL,NULL,NULL,NULL,NULL
"97","RA-000061","61","rent","Aquaria 2 bedrooms rent - Colombo 5","She has an apartment Aquaria water facing 3 /2","apartment","Colombo 5","unallocated","2","200000.00","2026-04-17 14:48:54","/uploads/properties/prop_69e1fafe06c4f.jpg",NULL,NULL,"900.00","9","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","110","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 5","Colombo",NULL,NULL,NULL,NULL,NULL
"98","RA-000062","62","rent","Capital Heights 2 bedrooms Rent","35d1 apartment at Rajagiriya for rent","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 14:56:37","/uploads/properties/prop_69e1fccdd8298.jpg",NULL,NULL,"1080.00","39","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","111","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"99","RA-000063","63","rent","Capital heights 2 bedrooms rent - Rajagiriya","owns 17 D1","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 15:03:03","/uploads/properties/prop_69e1fe4f2a2f2.jpg",NULL,NULL,"1080.00","39","2","2","0","2","1","2021","fully_furnished","[""swimming_pool""]","112","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"100","RA-000064","64","rent","Capital heights 2 bedrooms rent - Rajagiriya","owns 17 D1","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 15:03:04","/uploads/properties/prop_69e1fe508efcb.jpg",NULL,NULL,NULL,"39","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","113","2026-04-22 10:25:48","2026-04-17 15:05:44",NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"101","RA-000065","65","rent","Capital heights 2 bedrooms - Rajagiriya","owns 28D 2","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 15:05:23","/uploads/properties/prop_69e1fedb1361b.jpg",NULL,NULL,"1080.00","39","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","114","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"102","RA-000066","66","rent","Capital Heights 3 bedrooms rent - Rajagiriya","owns 35 C 2","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-17 15:08:59","/uploads/properties/prop_69e1ffb3b6fcf.jpg",NULL,NULL,"1700.00","39","3","3","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","115","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"103","RA-000067","67","rent","Capital Heights 3 bedrooms rent - Rajagiriya","25C2","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-17 15:21:45","/uploads/properties/prop_69e202b13f3a6.jpg",NULL,NULL,"1700.00","39","3","3","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","116","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"104","RA-000068","68","rent","Capital Height 2 bedrooms rent - Rajagiriya","33 D2","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 15:26:04","/uploads/properties/prop_69e203b41d243.jpg",NULL,NULL,"1080.00","39","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","117","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"105","RA-000069","69","rent","Capital heights 3 bedrooms Rent - Rajagiriya","28B1","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-17 15:49:09","/uploads/properties/prop_69e2091da1f94.jpg",NULL,NULL,"1980.00","39","3","3","0","2","1","2021","unfurnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","118","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"106","RH-000070","70","rent","MataleHome","Test","house","Matale","unallocated","1","50000000.00","2026-04-22 20:21:06","prop_69e8e4360b92c.jpeg","3000.00","1500.00","1000.00","3","4","0","4","3","2","2000","semi_furnished","[""roof_garden"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_single"", ""cctv"", ""fire_alarm""]","148","2026-04-22 22:55:55",NULL,NULL,NULL,"Matale","Kandy",NULL,NULL,NULL,NULL,NULL
"107","RA-000071","71","rent","Capital heights 3 bedrooms rent - Rajagiriya","Capital Heights 29 A1","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-23 09:31:57","prop_69e999b53bf418.30539153.jpg",NULL,NULL,"1980.00","39","3","3","0","4","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","149","2026-04-23 09:31:57",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,"1","29.99",NULL
"108","RA-000072","72","rent","Capital heights 3 bedrooms Rent - Rajagiriya","23 A 1 apartment - capital Heights","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-23 09:42:50","prop_69e99c42534ec8.56261499.jpg",NULL,NULL,"1980.00","39","3","3","0","4","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","150","2026-04-23 09:42:50",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,"1","29.99",NULL
"109","RA-000073","73","rent","Clearpoint 3 bedrooms rent - Rajagiriya","35 D Clearpoint","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-23 10:29:12","prop_69e9a720ae18d4.71742244.jpg",NULL,NULL,"2400.00","46","3","3","0","4","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","151","2026-04-23 10:29:12",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,"1","29.99",NULL
"110","RA-000074","74","rent","Iconic Galaxy 2 bedrooms rent - Rajagiriya","vv","apartment","Rajagiriya","unallocated","2","350000.00","2026-04-27 19:16:50","prop_69ef68c9a28846.54358211.jpg",NULL,NULL,"1205.00","34","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","152","2026-04-27 19:16:50",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,"1","29.99",NULL
"111","RA-000075","75","rent","Prime Grand 2 bedrooms rent - Colombo 7","15/2 grand","apartment","Waard place","unallocated","2","450000.00","2026-04-27 20:49:56","prop_69ef7e9c0055c3.22682237.jpg",NULL,NULL,"1180.00","34","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","153","2026-04-27 20:49:56",NULL,NULL,NULL,"Colombo 7","Colombo",NULL,NULL,"1","29.99",NULL
"112","RA-000076","76","rent","On320 3 bedrooms rent - Colombo 2","31/A1","apartment","Union place","unallocated","2","450000.00","2026-04-27 21:00:22","prop_69ef810e9218a7.35104786.jpeg",NULL,NULL,"1300.00","37","3","3","0","2","1","2017",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","154","2026-04-27 21:00:22",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"113","RA-000077","77","rent","Monarch 2 bedrooms rent - Colombo 3","9/1 Monarch","apartment","Colombo 3","unallocated","2","450000.00","2026-04-27 21:02:18","main_69ef81f9ea210.jpg",NULL,NULL,"1000.00","37","2","2","0","2","1","2017",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","155","2026-04-27 21:04:17",NULL,NULL,NULL,"Colombo 3","Colombo",NULL,NULL,"1","29.99",NULL
"114","RA-000078","78","rent","Iconic Galaxy 2bedrooms rent - Rajagiriya","28/1 Iconic Galaxy","apartment","Rajagiriya","unallocated","2","330000.00","2026-04-27 21:20:37","prop_69ef85cda2ae01.55854173.jpg",NULL,NULL,"1205.00",NULL,"2","2","0","2","1","2022","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","156","2026-04-27 21:20:37",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"115","RA-000079","79","rent","Prime Grand 2 bedrooms rent - Colombo 7","2 bedrooms","apartment","Ward place","unallocated","2","500000.00","2026-04-27 21:26:37","prop_69ef87352197b1.83084629.jpg",NULL,NULL,"1179.99",NULL,"2","2","0","1","1","2022","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","157","2026-04-28 19:17:30",NULL,NULL,NULL,"Colombo 7","Colombo",NULL,NULL,NULL,NULL,NULL
"116","RA-000080","80","rent","Capital Twin peaks 2 bedrooms rent - Colombo 2","He owns capital twin peaks 17 th floor east tower","apartment","Staple Avenue","unallocated","2","430000.00","2026-04-28 19:13:01","prop_69f0b96565d507.70302009.jpg",NULL,NULL,"920.00","50","2","2","0","1","1","2022",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","158","2026-04-28 19:17:49",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"117","RA-000081","81","rent","Capital Twin Peaks Rent - Colombo 2","33 B 1","apartment","Colombo 2","unallocated","2","450000.00","2026-04-28 19:44:11","prop_69f0c0b3413596.72972695.jpg",NULL,NULL,"920.00","50","2","2","0","2","1","2020",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","159","2026-04-28 19:44:11",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"118","RA-000082","82","rent","Capital Twin peaks 2bedrooms rent - Colombo 2","East tower","apartment","Colombo 2","unallocated","2","450000.00","2026-04-28 20:17:16","prop_69f0c874b8cba4.50531758.jpg",NULL,NULL,"920.00","50","2","2","0","2","1","2020",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","160","2026-04-28 20:17:16",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"119","RA-000083","83","rent","Capital Twin peaks 2 bedrooms rent - Colombo 2","West Tower","apartment","Colombo 2","unallocated","2","450000.00","2026-04-28 20:27:57","main_69f0cc1c97e80.jpg",NULL,NULL,"920.00","50","2","2","0","2","1","2020",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","161","2026-04-28 20:32:52",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"120","RA-000084","84","rent","Capital Twin peaks 2 bedrooms rent - Colombo 2","21East tower","apartment","Colombo 2","unallocated","2","450000.00","2026-04-28 20:38:28","prop_69f0cd6c65a950.57476657.jpg",NULL,NULL,"744.00","50","2","2","0","2","1","2020",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","162","2026-04-28 20:38:28",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"121","RA-000085","85","rent","Capital Twin peaks 2 bedrooms rent - Rajagiriya","East tower 24th floor","apartment","Colombo 2","unallocated","2","375000.00","2026-04-28 21:58:28","prop_69f0e02c89ca32.11793295.jpg",NULL,NULL,"744.00","50","2","2","0","2","1","2020",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","163","2026-04-28 21:58:28",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"122","RA-000086","86","rent","Cinnamon life 2 bedrooms rent - Colombo 2","7th floor suite  tower","apartment","Colombo 2","unallocated","2","500000.00","2026-04-28 22:09:07","prop_69f0e2ab645805.50874760.jpg",NULL,NULL,"1267.00","50","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","164","2026-04-28 22:09:07",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"123","RA-000087","87","rent","Cinnamon life 2 bedrooms rent - Colombo 2","14th floor residence","apartment","Glennie road","unallocated","2","500000.00","2026-04-28 22:16:50","prop_69f0e47a8f3e00.39804854.jpg",NULL,NULL,"1267.00","50","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","165","2026-04-28 22:16:50",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"124","RA-000088","88","rent","Cinnamon life 2 bedrooms rent - Colombo 2","Owns 16th floor cinnamon life","apartment","Glennie road","unallocated","2","500000.00","2026-04-30 11:02:38","prop_69f2e9761abb36.00739251.jpg",NULL,NULL,"1267.00","50","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","166","2026-04-30 11:02:38",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"125","RA-000089","89","rent","Cinnamon life 2bedrooms rent -Colombo 2","15th floor Residence road","apartment","Glennie road","unallocated","2","500000.00","2026-04-30 11:13:54","prop_69f2ec1a4e1d39.95183720.jpg",NULL,NULL,"1267.00","50","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","167","2026-04-30 11:13:54",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"126","SA-000090","90","sale","Cinnamon life suite tower 2bedrooms sale - Colombo2","7th floor suite tower","apartment","Colombo 2","unallocated","2","150000000.00","2026-05-05 20:36:16","prop_69fa0768245732.02861838.jpg",NULL,NULL,"1267.00","50","2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","168","2026-05-05 20:36:16",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"1","29.99",NULL
"127","RA-000091","91","rent","Astoria 3bedrooms rent - Colombo 3",,"apartment","Duplication road","unallocated","2","475000.00","2026-05-07 18:16:25","prop_69fc89a18d6cb0.62617042.jpg",NULL,NULL,"1199.99",NULL,"3","3","0","2","1","2020","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","169","2026-05-07 18:26:13",NULL,NULL,NULL,"Colombo 3","Colombo 3",NULL,NULL,"12",NULL,NULL
"128","RA-000092","92","rent","Shangri la 3 bedrooms rent - Colombo 1",,"apartment","Galle road","unallocated","2","1200000.00","2026-05-07 18:42:58","prop_69fc8fda602fe3.31848289.jpg",NULL,NULL,"1800.00",NULL,"3","3","0","2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","170","2026-05-07 18:43:26",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,"1200000",NULL,NULL
"129","RA-000093","93","rent","Shnagri la 2 bedrooms rent - Colombo 1",NULL,"apartment","Galle road","unallocated","2","900000.00","2026-05-07 18:53:50","prop_69fc9266a05fc7.53095636.jpg",NULL,NULL,"1800.00",NULL,"2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","171","2026-05-07 18:53:50",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,"12",NULL,NULL
"130","RA-000094","94","rent","Shangri la  2bedrooms rent - Rajagiriya","37 E Shangri la East tower","apartment","Galle road","unallocated","2","900000.00","2026-05-07 19:00:55","prop_69fc940feea326.60618110.jpeg",NULL,NULL,"1764.00",NULL,"2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","172","2026-05-07 19:00:55",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,"12",NULL,NULL
"131","RA-000095","95","rent","Shangri la 2 bedrooms rent - Colombo 1","35th floor","apartment","Galle road","unallocated","2","900000.00","2026-05-07 19:28:43","prop_69fc9a93985259.27522708.jpeg",NULL,NULL,"1764.00",NULL,"2","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","173","2026-05-07 19:32:31",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,"12",NULL,NULL
"132","RA-000096","96","rent","Shangri la 4 bedrooms rent - Colombo 1",NULL,"apartment","Galle road","unallocated","2","1500000.00","2026-05-07 19:37:13","prop_69fc9c91c2ccd5.93984625.jpeg",NULL,NULL,"2999.99",NULL,"3","2","0","2","1","2021",NULL,"[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","174","2026-05-07 19:37:13",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,"12",NULL,NULL
